"","package_name","package_version","package_title"
"10429","spbabel","0.4.8","Convert Spatial Data Using Tidy Tables"
"10430","spBayes","0.4-1","Univariate and Multivariate Spatial-Temporal Modeling"
"10431","spBayesSurv","1.1.1","Bayesian Modeling and Analysis of Spatially Correlated Survival
Data"
"10432","spc","0.5.4","Statistical Process Control -- Collection of Some Useful
Functions"
"10433","spc4sts","0.2.1","Statistical Process Control for Stochastic Textured Surfaces"
"10434","spcadjust","1.1","Functions for Calibrating Control Charts"
"10435","SPCALDA","1.0","A New Reduced-Rank Linear Discriminant Analysis Method"
"10436","SPCAvRP","0.1","Sparse Principal Component Analysis via Random Projections
(SPCAvRP)"
"10437","spcosa","0.3-6","Spatial Coverage Sampling and Random Sampling from Compact
Geographical Strata"
"10438","spcov","1.01","Sparse Estimation of a Covariance Matrix"
"10439","spcr","2.0","Sparse Principal Component Regression"
"10440","spd","2.0-1","Semi Parametric Distribution"
"10441","spData","0.2.6.8","Datasets for Spatial Analysis"
"10442","spdep","0.7-4","Spatial Dependence: Weighting Schemes, Statistics and Models"
"10443","spdownscale","0.1.0","Spatial Downscaling Using Bias Correction Approach"
"10444","spdplyr","0.1.3","Data Manipulation Verbs for the Spatial Classes"
"10445","spduration","0.17.0","Split-Population Duration (Cure) Regression"
"10446","spdynmod","1.1.3","Spatio-Dynamic Wetland Plant Communities Model"
"10447","spe","1.1.2","Stochastic Proximity Embedding"
"10448","speaq","2.1.0","Tools for Nuclear Magnetic Resonance (NMR) Spectra Alignment,
Peak Based Processing, Quantitative Analysis and Visualizations"
"10449","spec","0.1.3","A Data Specification Format and Interface"
"10450","speccalt","0.1.1","Alternative spectral clustering, with automatic estimation of k."
"10451","SpecHelpers","0.2.7","Spectroscopy Related Utilities"
"10452","SPECIES","1.0","Statistical package for species richness estimation"
"10453","speciesgeocodeR","1.0-4","Prepare Species Distributions for the Use in Phylogenetic
Analyses"
"10454","SpeciesMix","0.3.4","Fit Mixtures of Archetype Species"
"10455","specificity","0.1.1","Specificity of personality trait-outcome (or trait-trait)
associations"
"10456","specmine","1.0","Metabolomics and Spectral Data Analysis and Mining"
"10457","SpecsVerification","0.5-2","Forecast Verification Routines for Ensemble Forecasts of Weather
and Climate"
"10458","spectacles","0.5-0","Storing, Manipulating and Analysis Spectroscopy and Associated
Data"
"10459","spectral","1.0.1","Common Methods of Spectral Data Analysis"
"10460","spectral.methods","0.7.2.133","Singular Spectrum Analysis (SSA) Tools for Time Series Analysis"
"10461","spectralGP","1.3.3","Approximate Gaussian Processes Using the Fourier Basis"
"10462","SpectralMap","1.0","Diffusion Map and Spectral Map"
"10463","spectrino","1.6.0","Spectra Visualization, Organizer and Data Preparation"
"10464","spectrolab","0.0.4","Class and Methods for Hyperspectral Data"
"10465","SPEDInstabR","1.5","Estimation of the Relative Importance of Factors Affecting
Species Distribution Based on Stability Concept"
"10466","speedglm","0.3-2","Fitting Linear and Generalized Linear Models to Large Data Sets"
"10467","spef","1.0-5","Semiparametric Estimating Functions"
"10468","speff2trial","1.0.4","Semiparametric efficient estimation for a two-sample treatment
effect"
"10469","SPEI","1.7","Calculation of the Standardised Precipitation-Evapotranspiration
Index"
"10470","spellcheckr","0.1.2","Correct the Spelling of a Given Word in the English Language"
"10471","spelling","1.1","Tools for Spell Checking in R"
"10472","sperich","1.5-7","Auxiliary Functions to Estimate Centers of Biodiversity"
"10473","sperrorest","2.1.1","Perform Spatial Error Estimation and Variable Importance in
Parallel"
"10474","spew","1.3.0","SPEW Framework for Generating Synthetic Ecosystems"
"10475","spex","0.4.0","Spatial Extent as Polygons with Projection"
"10476","spfrontier","0.2.3","Spatial Stochastic Frontier Models"
"10477","spftir","0.1.0","Pre-Processing and Analysis of Mid-Infrared Spectral Region"
"10478","spgrass6","0.8-9","Interface Between GRASS 6+ Geographical Information System and R"
"10479","spgs","1.0-1","Statistical Patterns in Genomic Sequences"
"10480","spgwr","0.6-32","Geographically Weighted Regression"
"10481","sphereplot","1.5","Spherical plotting"
"10482","SphericalCubature","1.4","Numerical Integration over Spheres and Balls in n-Dimensions;
Multivariate Polar Coordinates"
"10483","SphericalK","1.2","Spherical K-Function"
"10484","sphet","1.6","Estimation of spatial autoregressive models with and without
heteroskedastic innovations"
"10485","spi","1.1","Compute SPI index"
"10486","SPIAssay","1.1.0","A Genetic-Based Assay for the Identification of Cell Lines"
"10487","spiderbar","0.2.1","Parse and Test Robots Exclusion Protocol Files and Rules"
"10488","spiders","1.2","Fits Predator Preferences Model"
"10489","SPIGA","1.0.0","Compute SPI Index using the Methods Genetic Algorithm and
Maximum Likelihood"
"10490","spikes","1.1","Detecting Election Fraud from Irregularities in Vote-Share
Distributions"
"10491","spikeslab","1.1.5","Prediction and variable selection using spike and slab<U+000a>regression"
"10492","spikeSlabGAM","1.1-11","Bayesian Variable Selection and Model Choice for Generalized
Additive Mixed Models"
"10493","SPIn","1.1","Simulation-efficient Shortest Probability Intervals"
"10494","spind","2.1.1","Spatial Methods and Indices"
"10495","spinyReg","0.1-0","Sparse Generative Model and Its EM Algorithm"
"10496","splancs","2.01-40","Spatial and Space-Time Point Pattern Analysis"
"10497","splashr","0.4.0","Tools to Work with the 'Splash' 'JavaScript' Rendering and
Scraping Service"
"10498","splines2","0.2.7","Regression Spline Functions and Classes"
"10499","splitfngr","0.1.1","Combined Evaluation and Split Access of Functions"
"10500","splithalf","0.2.0","Calculate Task Split Half Reliability Estimates"
"10501","splitstackshape","1.4.2","Stack and Reshape Datasets After Splitting Concatenated Values"
"10502","splm","1.4-10","Econometric Models for Spatial Panel Data"
"10503","splot","0.3.1","Split Plot"
"10504","spls","2.2-1","Sparse Partial Least Squares (SPLS) Regression and<U+000a>Classification"
"10505","splus2R","1.2-2","Supplemental S-PLUS Functionality in R"
"10506","splusTimeDate","2.5.0-137","Times and Dates from S-PLUS"
"10507","splusTimeSeries","1.5.0-74","Time Series from S-PLUS"
"10508","spm","1.0.0","Spatial Predictive Modeling"
"10509","spm12r","2.3.1","Wrapper Functions for 'SPM' (Statistical Parametric Mapping)
Version 12 from the 'Wellcome' Trust Centre for 'Neuroimaging'"
"10510","spMaps","0.2","Europe SpatialPolygonsDataFrame Builder"
"10511","spMC","0.3.8","Continuous-Lag Spatial Markov Chains"
"10512","SPmlficmcm","1.4","Semiparametric Maximum Likelihood Method for Interactions
Gene-Environment in Case-Mother Control-Mother Designs"
"10513","spmoran","0.1.2","Moran's Eigenvector-Based Spatial Regression Models"
"10514","spnet","0.9.1-0","Plotting (Social) Networks on Maps"
"10515","spNNGP","0.1.1","Spatial Regression Models for Large Datasets using Nearest
Neighbor Gaussian Processes"
"10516","spocc","0.7.0","Interface to Species Occurrence Data Sources"
"10517","SPODT","0.9-1","Spatial Oblique Decision Tree"
"10518","spongecake","0.1.2","Transform a Movie into a Synthetic Picture"
"10519","sporm","1.1","Semiparametric proportional odds rate model"
"10520","SportsAnalytics","0.2","Infrastructure for Sports Analytics"
"10521","SPOT","2.0.2","Sequential Parameter Optimization Toolbox"
"10522","spotifyr","1.0.0","Pull Track Audio Features from the 'Spotify' Web API"
"10523","SPPcomb","0.1","Combining Different Spatial Datasets in Cancer Risk Estimation"
"10524","sppmix","1.0.2","Modeling Spatial Poisson and Related Point Processes"
"10525","spray","1.0-3","Sparse Arrays and Multivariate Polynomials"
"10526","SPREDA","1.0","Statistical Package for Reliability Data Analysis"
"10527","SPreFuGED","1.0","Selecting a Predictive Function for a Given Gene Expression Data"
"10528","sprex","1.4.1","Calculate Species Richness and Extrapolation Metrics"
"10529","sprint","1.0.7","Simple Parallel R INTerface"
"10530","sprinter","1.1.0","Framework for Screening Prognostic Interactions"
"10531","sprm","1.2.2","Sparse and Non-Sparse Partial Robust M Regression and
Classification"
"10532","sprsmdl","0.1-0","Sparse modeling toolkit"
"10533","SPRT","1.0","Wald's Sequential Probability Ratio Test"
"10534","spsann","2.1-0","Optimization of Sample Configurations using Spatial Simulated
Annealing"
"10535","spselect","0.0.1","Selecting Spatial Scale of Covariates in Regression Models"
"10536","spsi","0.1","Shape-Preserving Uni-Variate and Bi-Variate Spline Interpolation"
"10537","SPSL","0.1-8","Site Percolation on Square Lattice (SPSL)"
"10538","spsurvey","3.3","Spatial Survey Design and Analysis"
"10539","spt","1.13-8-8","Sierpinski Pedal Triangle"
"10540","spTDyn","2.0","Spatially Varying and Spatio-Temporal Dynamic Linear Models"
"10541","sptemExp","0.1.1","Constrained Spatiotemporal Mixed Models for Exposure Estimation"
"10542","spTest","0.2.4","Nonparametric Hypothesis Tests of Isotropy and Symmetry"
"10543","spThin","0.1.0","Functions for Spatial Thinning of Species Occurrence Records for
Use in Ecological Models"
"10544","spTimer","3.0-1","Spatio-Temporal Bayesian Modelling"
"10545","sptm","17.12-7","SemiParametric Transformation Model Methods"
"10546","spup","0.1-1","Spatial Uncertainty Propagation Analysis"
"10547","spuRs","2.0.0","Functions and Datasets for ""Introduction to Scientific
Programming and Simulation Using R""."
"10548","SPYvsSPY","0.1.1","Spy vs. Spy Data"
"10549","SQDA","1.0","Sparse Quadratic Discriminant Analysis"
"10550","sqldf","0.4-11","Manipulate R Data Frames Using SQL"
"10551","sqliter","0.1.0","Connection wrapper to SQLite databases"
"10552","SqlRender","1.4.6","Rendering Parameterized SQL and Translation to Dialects"
"10553","sqlscore","0.1.2","Utilities for Generating SQL Queries from Model Objects"
"10554","sqlutils","1.2","Utilities for working with SQL files."
"10555","SQN","1.0.5","subset quantile normalization"
"10556","SQRL","0.1.0","Database Query Interfaces"
"10557","SQUAREM","2017.10-1","Squared Extrapolation Methods for Accelerating EM-Like Monotone
Algorithms"
"10558","squash","1.0.8","Color-Based Plots for Multivariate Visualization"
"10559","squid","0.1.1","Statistical Quantification of Individual Differences"
"10560","sra","0.1.1","Selection Response Analysis"
"10561","SRCS","1.1","Statistical Ranking Color Scheme for Multiple Pairwise
Comparisons"
"10562","sRDA","1.0.0","Sparse Redundancy Analysis"
"10563","sROC","0.1-2","Nonparametric Smooth ROC Curves for Continuous Data"
"10564","SRRS","0.1.1","The Stepwise Response Refinement Screener (SRRS)"
"10565","srvyr","0.2.2","'dplyr'-Like Syntax for Summary Statistics of Survey Data"
"10566","ss3sim","0.9.5","Fisheries Stock Assessment Simulation Testing with Stock
Synthesis"
"10567","ssa","1.2.1","Simultaneous Signal Analysis"
"10568","ssanv","1.1","Sample Size Adjusted for Nonadherence or Variability of Input
Parameters"
"10569","SSBtools","0.2.1","Statistics Norway's Miscellaneous Small Tools"
"10570","ssc","1.0","Semi-Supervised Classification Methods"
"10571","sscor","0.2","Robust Correlation Estimation and Testing Based on Spatial Signs"
"10572","ssd","0.3","Sample Size Determination (SSD) for Unordered Categorical Data"
"10573","SSDforR","1.4.17","Functions to Analyze Single System Data"
"10574","SSDM","0.2.3","Stacked Species Distribution Modelling"
"10575","sSDR","1.2.0","Tools Developed for Structured Sufficient Dimension Reduction
(sSDR)"
"10576","ssfa","1.1","Spatial Stochastic Frontier Analysis"
"10577","ssfit","1.1","Fitting of parametric models using summary statistics"
"10578","ssh.utils","1.0","Local and remote system commands with output and error capture."
"10579","ssize.fdr","1.2","Sample Size Calculations for Microarray Experiments"
"10580","ssizeRNA","1.2.9","Sample Size Calculation for RNA-Seq Experimental Design"
"10581","sskm","1.0.0","Stable Sparse K-Means"
"10582","SSL","0.1","Semi-Supervised Learning"
"10583","SSLASSO","0.0-1","The Spike-and-Slab LASSO"
"10584","SSM","1.0.1","Fit and Analyze Smooth Supersaturated Models"
"10585","ssmn","1.1","Skew Scale Mixtures of Normal Distributions"
"10586","ssmrob","0.4","Robust estimation and inference in sample selection models"
"10587","ssmsn","0.2.0","Scale-Shape Mixtures of Skew-Normal Distributions"
"10588","SSN","1.1.10","Spatial Modeling on Stream Networks"
"10589","sspline","0.1-6","Smoothing Splines on the Sphere"
"10590","sspse","0.5-5","Estimating Hidden Population Size using Respondent Driven
Sampling Data"
"10591","SSRA","0.1-0","Sakai Sequential Relation Analysis"
"10592","SSrat","1.0","Two-dimensional sociometric status determination with rating
scales"
"10593","SSRMST","0.1.1","Sample Size Calculation using Restricted Mean Survival Time"
"10594","sss","0.1-0","Tools for Importing Files in the Triple-s (Standard Survey
Structure) Format"
"10595","SSsimple","0.6.4","State space models"
"10596","ssvd","1.0","Sparse SVD"
"10597","ssym","1.5.7","Fitting Semi-Parametric log-Symmetric Regression Models"
"10598","st","1.2.5","Shrinkage t Statistic and Correlation-Adjusted t-Score"
"10599","stable","1.1.2","Probability Functions and Generalized Regression Models for
Stable Distributions"
"10600","stabledist","0.7-1","Stable Distribution Functions"
"10601","StableEstim","2.1","Estimate the Four Parameters of Stable Laws using Different
Methods"
"10602","stablespec","0.3.0","Stable Specification Search in Structural Equation Models"
"10603","stabs","0.6-3","Stability Selection with Error Control"
"10604","Stack","2.0-1","Stylized concatenation of data.frames or ffdfs"
"10605","stackoverflow","0.1.2","Stack Overflow's Greatest Hits"
"10606","stacomiR","0.5.3","Fish Migration Monitoring"
"10607","stacomirtools","0.5.2","'ODBC' Connection Class for Package stacomiR"
"10608","StagedChoiceSplineMix","1.0.0","Mixture of Two-Stage Logistic Regressions with Fixed Candidate
Knots"
"10609","stagePop","1.1-1","Modelling the Population Dynamics of a Stage-Structured Species
in Continuous Time"
"10610","StakeholderAnalysis","1.2","Measuring Stakeholder Influence"
"10611","stam","0.0-1","Spatio-Temporal Analysis and Modelling"
"10612","StAMPP","1.5.1","Statistical Analysis of Mixed Ploidy Populations"
"10613","stampr","0.1","Spatial Temporal Analysis of Moving Polygons"
"10614","STAND","2.0","Statistical Analysis of Non-Detects"
"10615","standardize","0.2.1","Tools for Standardizing Variables for Regression in R"
"10616","StandardizeText","1.0","Standardize Text"
"10617","StanHeaders","2.17.1","C++ Header Files for Stan"
"10618","stapler","0.6.3","Simultaneous Truth and Performance Level Estimation"
"10619","STAR","0.3-7","Spike Train Analysis with R"
"10620","stargazer","5.2","Well-Formatted Regression and Summary Statistics Tables"
"10621","starma","1.3","Modelling Space Time AutoRegressive Moving Average (STARMA)
Processes"
"10622","starmie","0.1.2","Population Structure Model Inference and Visualisation"
"10623","STARTdesign","1.0","Single to Double Arm Transition Design for Phase II Clinical
Trials"
"10624","startR","0.0.1","Automatically Retrieve Multidimensional Distributed Data Sets"
"10625","STARTS","0.2-10","Functions for the STARTS Model"
"10626","startup","0.8.0","Friendly R Startup Configuration"
